company_name,title,job_department,job_type,work_location_type,pay_type,location_city,location_state,location_country,salary_min,salary_max,experience_years,description,required_skills,perks,apply_link,joining_fee_required,is_night_shift,status,display_applications_count,posted_days_ago
Cognizant,"React Frontend Engineer II",Engineering,full_time,remote,fixed,Bangalore,Karnataka,India,700000,1300000,2,"Cognizant is hiring a React Frontend Engineer. Develop responsive web applications with modern frontend stacks. Strong communication skills and relevant experience preferred.","React|TypeScript|REST APIs|CSS|Git","WFH, Health insurance, Annual bonus",https://careers.cognizant.com,0,0,active,1047,27
"Deloitte India","Full Stack Developer II",Engineering,full_time,office,fixed,Hyderabad,Telangana,India,800000,1500000,3,"Deloitte India is hiring a Full Stack Developer. Own features end-to-end across API and UI layers. Strong communication skills and relevant experience preferred.",Node.js|React|MongoDB|PostgreSQL|Docker,"Health insurance, Transport allowance, Flexible hours",https://www2.deloitte.com/in/en/careers,0,0,active,1563,12
"EY India","DevOps Engineer II",Engineering,contract,hybrid,fixed,Pune,Maharashtra,India,1000000,2000000,4,"EY India is hiring a DevOps Engineer. Automate deployments and maintain cloud infrastructure. Strong communication skills and relevant experience preferred.",AWS|Kubernetes|Terraform|CI/CD|Linux,"ESOP, Health insurance, Gym membership",https://careers.ey.com,0,0,active,1560,5
"KPMG India","Data Analyst II",Operations,part_time,remote,fixed,Mumbai,Maharashtra,India,500000,900000,1,"KPMG India is hiring a Data Analyst. Transform business data into dashboards and actionable insights. Strong communication skills and relevant experience preferred.","SQL|Excel|Python|Power BI|Tableau","Paid time off, Health insurance, Parental leave",https://home.kpmg/in/en/home/careers,0,0,active,2092,6
Genpact,"Data Scientist II",Engineering,full_time,hybrid,fixed,Chennai,"Tamil Nadu",India,1100000,2200000,3,"Genpact is hiring a Data Scientist. Build predictive models and analytics solutions for product teams. Strong communication skills and relevant experience preferred.","Python|Machine Learning|Statistics|Pandas|SQL","Health insurance, Paid time off, Learning budget",https://www.genpact.com/careers,0,0,active,518,26
TCS,"QA Automation Engineer II",Engineering,full_time,remote,fixed,"Delhi NCR",Delhi,India,600000,1100000,2,"TCS is hiring a QA Automation Engineer. Design automated test suites and improve release quality. Strong communication skills and relevant experience preferred.","Selenium|Java|API Testing|Jira|Agile","WFH, Health insurance, Annual bonus",https://www.tcs.com/careers,0,0,active,55,19
Infosys,"Product Manager II",Operations,full_time,office,fixed,Gurgaon,Haryana,India,1200000,2500000,5,"Infosys is hiring a Product Manager. Define product vision and drive cross-functional delivery. Strong communication skills and relevant experience preferred.","Product Strategy|Roadmaps|Analytics|Stakeholder Management","Health insurance, Transport allowance, Flexible hours",https://www.infosys.com/careers,0,0,active,1553,29
Wipro,"UI/UX Designer II",Engineering,contract,hybrid,fixed,Noida,"Uttar Pradesh",India,650000,1200000,2,"Wipro is hiring a UI/UX Designer. Create intuitive interfaces and user-centered product experiences. Strong communication skills and relevant experience preferred.","Figma|User Research|Prototyping|Design Systems","ESOP, Health insurance, Gym membership",https://careers.wipro.com,0,0,active,2154,29
"HCL Technologies","Android Developer II",Engineering,part_time,remote,fixed,Kolkata,"West Bengal",India,750000,1400000,3,"HCL Technologies is hiring a Android Developer. Build and ship high-quality Android applications. Strong communication skills and relevant experience preferred.","Kotlin|Android SDK|REST APIs|Firebase","Paid time off, Health insurance, Parental leave",https://www.hcltech.com/careers,0,0,active,1965,6
"Tech Mahindra","iOS Developer II",Engineering,full_time,hybrid,fixed,Ahmedabad,Gujarat,India,800000,1500000,3,"Tech Mahindra is hiring a iOS Developer. Develop native iOS apps for consumer and enterprise users. Strong communication skills and relevant experience preferred.","Swift|UIKit|SwiftUI|REST APIs","Health insurance, Paid time off, Learning budget",https://careers.techmahindra.com,0,0,active,866,12
"Accenture India","Flutter Developer II",Engineering,full_time,remote,fixed,Remote,India,India,700000,1300000,2,"Accenture India is hiring a Flutter Developer. Deliver cross-platform mobile apps from a single codebase. Strong communication skills and relevant experience preferred.","Flutter|Dart|Firebase|REST APIs","WFH, Health insurance, Annual bonus",https://www.accenture.com/in-en/careers,0,0,active,1616,13
"Capgemini India","Cloud Architect II",Engineering,full_time,office,fixed,Bangalore,Karnataka,India,1800000,3500000,8,"Capgemini India is hiring a Cloud Architect. Lead cloud migration and architecture for large programs. Strong communication skills and relevant experience preferred.","AWS|Azure|Solution Design|Security|Networking","Health insurance, Transport allowance, Flexible hours",https://www.capgemini.com/careers,0,0,active,102,10
"IBM India","Business Analyst II",Operations,contract,hybrid,fixed,Hyderabad,Telangana,India,700000,1200000,3,"IBM India is hiring a Business Analyst. Bridge business needs with technical delivery teams. Strong communication skills and relevant experience preferred.","Requirements|SQL|Jira|Documentation|Stakeholder Management","ESOP, Health insurance, Gym membership",https://www.ibm.com/careers,0,0,active,1216,11
"Amazon India","Sales Executive II",Sales,part_time,remote,fixed,Pune,Maharashtra,India,400000,800000,2,"Amazon India is hiring a Sales Executive. Drive revenue growth through enterprise client relationships. Strong communication skills and relevant experience preferred.","B2B Sales|CRM|Negotiation|Communication","Paid time off, Health insurance, Parental leave",https://www.amazon.jobs/en/locations/india,0,0,active,1435,17
Flipkart,"Digital Marketing Manager II",Marketing,full_time,hybrid,fixed,Mumbai,Maharashtra,India,600000,1100000,4,"Flipkart is hiring a Digital Marketing Manager. Plan and execute digital campaigns across channels. Strong communication skills and relevant experience preferred.","SEO|Google Ads|Analytics|Content Strategy","Health insurance, Paid time off, Learning budget",https://www.flipkartcareers.com,0,0,active,879,15
Swiggy,"HR Business Partner II","Human Resources",full_time,remote,fixed,Chennai,"Tamil Nadu",India,700000,1300000,5,"Swiggy is hiring a HR Business Partner. Partner with leaders on hiring, retention, and culture. Strong communication skills and relevant experience preferred.","Talent Management|Employee Relations|HR Policies","WFH, Health insurance, Annual bonus",https://careers.swiggy.com,0,0,active,1036,26
Zomato,"Financial Analyst II",Finance,full_time,office,fixed,"Delhi NCR",Delhi,India,550000,1000000,2,"Zomato is hiring a Financial Analyst. Support budgeting, forecasting, and financial reporting. Strong communication skills and relevant experience preferred.","Excel|Financial Modeling|SAP|Reporting","Health insurance, Transport allowance, Flexible hours",https://www.zomato.com/careers,0,0,active,2149,3
Paytm,"Customer Support Lead II","Customer Support",contract,hybrid,fixed,Gurgaon,Haryana,India,450000,850000,3,"Paytm is hiring a Customer Support Lead. Lead support operations and improve customer satisfaction. Strong communication skills and relevant experience preferred.","Customer Service|Team Leadership|CRM|Communication","ESOP, Health insurance, Gym membership",https://paytm.com/careers,0,0,active,194,6
PhonePe,"Cybersecurity Analyst II",Engineering,part_time,remote,fixed,Noida,"Uttar Pradesh",India,900000,1700000,3,"PhonePe is hiring a Cybersecurity Analyst. Monitor threats and strengthen organizational security posture. Strong communication skills and relevant experience preferred.","SIEM|Network Security|Incident Response|Compliance","Paid time off, Health insurance, Parental leave",https://www.phonepe.com/careers,0,0,active,211,27
Razorpay,"Python Developer II",Engineering,full_time,hybrid,fixed,Kolkata,"West Bengal",India,650000,1200000,2,"Razorpay is hiring a Python Developer. Build APIs and backend services using Python frameworks. Strong communication skills and relevant experience preferred.","Python|Django|Flask|PostgreSQL|REST APIs","Health insurance, Paid time off, Learning budget",https://razorpay.com/jobs,0,0,active,535,0
Freshworks,"SAP Consultant II",Operations,full_time,remote,fixed,Ahmedabad,Gujarat,India,1000000,1900000,4,"Freshworks is hiring a SAP Consultant. Implement and support SAP modules for enterprise clients. Strong communication skills and relevant experience preferred.","SAP FICO|SAP MM|Implementation|Configuration","WFH, Health insurance, Annual bonus",https://www.freshworks.com/company/careers,0,0,active,482,7
Zoho,"Network Engineer II",Engineering,full_time,office,fixed,Remote,India,India,600000,1100000,3,"Zoho is hiring a Network Engineer. Maintain network infrastructure and troubleshoot connectivity. Strong communication skills and relevant experience preferred.",Cisco|Routing|Switching|Firewalls|LAN/WAN,"Health insurance, Transport allowance, Flexible hours",https://www.zoho.com/careers,0,0,active,1701,18
Mindtree,"Content Writer II",Marketing,contract,hybrid,fixed,Bangalore,Karnataka,India,350000,650000,1,"Mindtree is hiring a Content Writer. Create engaging content for web, blogs, and marketing campaigns. Strong communication skills and relevant experience preferred.","Content Writing|SEO|Editing|Research","ESOP, Health insurance, Gym membership",https://www.mindtree.com/careers,0,0,active,1158,28
LTIMindtree,"Operations Manager II",Operations,part_time,remote,fixed,Hyderabad,Telangana,India,900000,1600000,6,"LTIMindtree is hiring a Operations Manager. Optimize daily operations and cross-team workflows. Strong communication skills and relevant experience preferred.","Operations|Process Improvement|Team Management|KPIs","Paid time off, Health insurance, Parental leave",https://www.ltimindtree.com/careers,0,0,active,1277,9
Cognizant,"Senior Java Developer II",Engineering,full_time,hybrid,fixed,Pune,Maharashtra,India,900000,1800000,5,"Cognizant is hiring a Senior Java Developer. Design and build scalable backend services for enterprise clients. Strong communication skills and relevant experience preferred.","Java|Spring Boot|Microservices|SQL|AWS","Health insurance, Paid time off, Learning budget",https://careers.cognizant.com,0,0,active,2239,5
"Deloitte India","React Frontend Engineer II",Engineering,full_time,remote,fixed,Mumbai,Maharashtra,India,700000,1300000,2,"Deloitte India is hiring a React Frontend Engineer. Develop responsive web applications with modern frontend stacks. Strong communication skills and relevant experience preferred.","React|TypeScript|REST APIs|CSS|Git","WFH, Health insurance, Annual bonus",https://www2.deloitte.com/in/en/careers,0,0,active,999,0
"EY India","Full Stack Developer II",Engineering,full_time,office,fixed,Chennai,"Tamil Nadu",India,800000,1500000,3,"EY India is hiring a Full Stack Developer. Own features end-to-end across API and UI layers. Strong communication skills and relevant experience preferred.",Node.js|React|MongoDB|PostgreSQL|Docker,"Health insurance, Transport allowance, Flexible hours",https://careers.ey.com,0,0,active,1613,7
"KPMG India","DevOps Engineer II",Engineering,contract,hybrid,fixed,"Delhi NCR",Delhi,India,1000000,2000000,4,"KPMG India is hiring a DevOps Engineer. Automate deployments and maintain cloud infrastructure. Strong communication skills and relevant experience preferred.",AWS|Kubernetes|Terraform|CI/CD|Linux,"ESOP, Health insurance, Gym membership",https://home.kpmg/in/en/home/careers,0,0,active,692,6
Genpact,"Data Analyst II",Operations,part_time,remote,fixed,Gurgaon,Haryana,India,500000,900000,1,"Genpact is hiring a Data Analyst. Transform business data into dashboards and actionable insights. Strong communication skills and relevant experience preferred.","SQL|Excel|Python|Power BI|Tableau","Paid time off, Health insurance, Parental leave",https://www.genpact.com/careers,0,0,active,1966,9
